pais,sexo,edad,satisfaccion_vida,situacion_pais,economia_actual,economia_vs12m,economia_12m_futuro,confianza_interpersonal,preferencia_democracia,satisfaccion_democracia,satisfaccion_economia,aprueba_presidente,ideologia_izq_der,justicia_distributiva,nivel_democratico_pais,elecciones_limpias,inmigrantes_ayudan_economia,inmigrantes_compiten_trabajo,inmigrantes_aumentan_crimen,mercado_unico_desarrollo,justicia_no_dura_con_delito,impacto_inmigracion_pais,existe_cambio_climatico,me_importa_medioambiente,obligacion_proteger_medioambiente,importa_impacto_otros,proteger_para_futuras_gen,dispuesto_ahorrar_electricidad,dispuesto_cambiar_alimentacion,derecho_plantas_animales,delincuencia_ult12m,drogadiccion_ult12m,corrupcion_ult12m,corrupcion_0a10,clase_social,suficiencia_ingresos,raza_etnia,educacion_anios,situacion_ocupacional
170.0,Mujer,45.0,Bastante satisfecho/a,En retroceso,Muy mala,Mucho peor,Un poco mejor,Nunca se es suficientemente cuidadoso,Le da lo mismo,Nada satisfecho/a,Nada satisfecho/a,2.0,,Muy injusta,7.0,Fraudulentas,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,Perjudica,Sí,De acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,7.0,Media,Poco suficiente,Blanco/a,12.0,Independiente/cuenta propia
170.0,Hombre,52.0,Nada satisfecho/a,Estancado,Regular,Mucho peor,Mucho peor,Nunca se es suficientemente cuidadoso,Le da lo mismo,Nada satisfecho/a,Nada satisfecho/a,2.0,10.0,Muy injusta,6.0,Fraudulentas,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,Perjudica,Sí,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Muy de acuerdo,De acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,6.0,Media baja,Algo suficiente,Mestizo/a,12.0,Asalariado sector privado
170.0,Mujer,36.0,Muy satisfecho/a,Estancado,Mala,Igual,Igual,Nunca se es suficientemente cuidadoso,Le da lo mismo,Poco satisfecho/a,Poco satisfecho/a,2.0,,Muy injusta,,Fraudulentas,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,Perjudica,Sí,Muy de acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,4.0,Media,Algo suficiente,Mestizo/a,12.0,Asalariado sector privado
170.0,Hombre,63.0,Muy satisfecho/a,En retroceso,Mala,Mucho peor,Mucho peor,Nunca se es suficientemente cuidadoso,Prefiere democracia,Nada satisfecho/a,Nada satisfecho/a,2.0,4.0,Muy injusta,5.0,Fraudulentas,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Perjudica,Sí,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,5.0,Media,Algo suficiente,Mestizo/a,6.0,Independiente/cuenta propia
170.0,Mujer,22.0,Bastante satisfecho/a,Progresando,Muy mala,Un poco mejor,,Nunca se es suficientemente cuidadoso,Le da lo mismo,Muy satisfecho/a,Muy satisfecho/a,1.0,5.0,Injusta,7.0,Fraudulentas,,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,Muy de acuerdo,Beneficia,Sí,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,10.0,Alta,Muy suficiente,Blanco/a,15.0,Estudiante
170.0,Hombre,36.0,Bastante satisfecho/a,En retroceso,Regular,Mucho peor,Mucho peor,Nunca se es suficientemente cuidadoso,Prefiere democracia,Poco satisfecho/a,Poco satisfecho/a,2.0,6.0,Injusta,6.0,Fraudulentas,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Perjudica,Sí,Muy de acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,Disminuyó mucho,Igual,Aumentó mucho,,Media alta,Algo suficiente,Otra,15.0,Independiente/cuenta propia
170.0,Hombre,47.0,Muy satisfecho/a,Estancado,Muy mala,Un poco mejor,Un poco mejor,Nunca se es suficientemente cuidadoso,Le da lo mismo,Poco satisfecho/a,Nada satisfecho/a,2.0,,Injusta,,Fraudulentas,Muy de acuerdo,En desacuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,Ni beneficia ni perjudica,Sí,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,Aumentó mucho,Igual,Aumentó mucho,10.0,Alta,Muy suficiente,Blanco/a,15.0,Asalariado sector privado
170.0,Mujer,30.0,Muy satisfecho/a,Estancado,Regular,Igual,Igual,Nunca se es suficientemente cuidadoso,Autoritarismo puede ser preferible,,Poco satisfecho/a,,0.0,Injusta,,Fraudulentas,De acuerdo,En desacuerdo,De acuerdo,Muy en desacuerdo,Muy de acuerdo,Beneficia,Sí,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Aumentó poco,Aumentó mucho,Aumentó mucho,5.0,Media,Muy suficiente,Blanco/a,15.0,Independiente/cuenta propia
170.0,Mujer,36.0,Bastante satisfecho/a,Progresando,Buena,Un poco mejor,Igual,Nunca se es suficientemente cuidadoso,,,Poco satisfecho/a,1.0,6.0,Injusta,7.0,Fraudulentas,En desacuerdo,De acuerdo,De acuerdo,Muy de acuerdo,De acuerdo,Perjudica,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,,Media alta,Muy suficiente,Mestizo/a,14.0,Asalariado sector privado
170.0,Mujer,20.0,Muy satisfecho/a,Estancado,Mala,Igual,Un poco mejor,Nunca se es suficientemente cuidadoso,Autoritarismo puede ser preferible,Nada satisfecho/a,Nada satisfecho/a,1.0,3.0,Injusta,4.0,,Muy en desacuerdo,Muy en desacuerdo,Muy en desacuerdo,Muy en desacuerdo,Muy en desacuerdo,Ni beneficia ni perjudica,Sí,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Aumentó mucho,Aumentó mucho,Aumentó poco,6.0,Media alta,Muy suficiente,,14.0,Estudiante
170.0,Mujer,31.0,Poco satisfecho/a,En retroceso,Regular,Un poco peor,Un poco peor,Nunca se es suficientemente cuidadoso,Prefiere democracia,Nada satisfecho/a,Poco satisfecho/a,2.0,5.0,Injusta,4.0,Limpias,De acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Perjudica,Sí,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Aumentó poco,Aumentó poco,Aumentó mucho,6.0,Alta,Algo suficiente,Mestizo/a,14.0,Asalariado sector privado
170.0,Mujer,35.0,Muy satisfecho/a,Progresando,Buena,Un poco mejor,Un poco mejor,Se puede confiar en la mayoría,Prefiere democracia,Bastante satisfecho/a,Bastante satisfecho/a,1.0,5.0,Injusta,,Fraudulentas,En desacuerdo,De acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,Perjudica,Sí,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Aumentó mucho,Igual,Igual,5.0,Media alta,Muy suficiente,Blanco/a,14.0,Asalariado sector privado
170.0,Hombre,38.0,Bastante satisfecho/a,En retroceso,Mala,Un poco peor,Un poco peor,Nunca se es suficientemente cuidadoso,Autoritarismo puede ser preferible,Poco satisfecho/a,Poco satisfecho/a,2.0,7.0,Injusta,5.0,Limpias,En desacuerdo,De acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,Perjudica,Sí,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,De acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,,Media baja,Muy suficiente,Mestizo/a,12.0,Independiente/cuenta propia
170.0,Mujer,26.0,Bastante satisfecho/a,Estancado,Regular,Igual,Un poco mejor,Nunca se es suficientemente cuidadoso,Autoritarismo puede ser preferible,Poco satisfecho/a,Poco satisfecho/a,2.0,5.0,Injusta,3.0,Fraudulentas,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Perjudica,Sí,Muy de acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Aumentó mucho,Aumentó poco,Igual,5.0,Media alta,,Blanco/a,14.0,Temporalmente no trabaja
170.0,Hombre,57.0,Muy satisfecho/a,En retroceso,Mala,Mucho peor,Mucho peor,Nunca se es suficientemente cuidadoso,Prefiere democracia,Nada satisfecho/a,Nada satisfecho/a,2.0,,Muy injusta,5.0,Fraudulentas,En desacuerdo,De acuerdo,Muy en desacuerdo,De acuerdo,Muy de acuerdo,Perjudica,Sí,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Muy en desacuerdo,En desacuerdo,De acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,10.0,Media,Poco suficiente,Mestizo/a,15.0,Independiente/cuenta propia
170.0,Mujer,63.0,Bastante satisfecho/a,En retroceso,Regular,Igual,Un poco peor,Nunca se es suficientemente cuidadoso,Le da lo mismo,Nada satisfecho/a,Nada satisfecho/a,2.0,,Injusta,3.0,Fraudulentas,Muy de acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Perjudica,No,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,Igual,Aumentó mucho,Aumentó mucho,6.0,Media,Algo suficiente,Otra,17.0,Tareas del hogar
170.0,Mujer,25.0,Bastante satisfecho/a,Progresando,Buena,Un poco mejor,Un poco mejor,Se puede confiar en la mayoría,Prefiere democracia,Bastante satisfecho/a,Bastante satisfecho/a,1.0,5.0,Injusta,,Limpias,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Beneficia,Sí,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Aumentó mucho,Aumentó mucho,Aumentó poco,7.0,Media,Algo suficiente,Mestizo/a,14.0,Estudiante
170.0,Mujer,23.0,Muy satisfecho/a,Progresando,Regular,Un poco mejor,Un poco mejor,Nunca se es suficientemente cuidadoso,Prefiere democracia,Poco satisfecho/a,Poco satisfecho/a,1.0,1.0,Injusta,4.0,Fraudulentas,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,Perjudica,Sí,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Aumentó mucho,Aumentó mucho,Aumentó poco,,Media,Algo suficiente,Otra,14.0,Estudiante
170.0,Hombre,56.0,Bastante satisfecho/a,Progresando,Buena,Un poco mejor,Mucho mejor,Nunca se es suficientemente cuidadoso,Prefiere democracia,Bastante satisfecho/a,Poco satisfecho/a,1.0,2.0,Injusta,5.0,Fraudulentas,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,Beneficia,Sí,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Aumentó mucho,Aumentó mucho,Aumentó poco,,Media baja,Poco suficiente,Mestizo/a,17.0,Independiente/cuenta propia
170.0,Mujer,26.0,Muy satisfecho/a,En retroceso,Regular,Mucho peor,Un poco mejor,Nunca se es suficientemente cuidadoso,Prefiere democracia,Poco satisfecho/a,Poco satisfecho/a,2.0,5.0,Muy injusta,6.0,Fraudulentas,Muy en desacuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Perjudica,Sí,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,7.0,Media alta,Algo suficiente,Blanco/a,16.0,Asalariado sector privado
170.0,Hombre,21.0,Bastante satisfecho/a,En retroceso,Regular,Un poco peor,Igual,Se puede confiar en la mayoría,Autoritarismo puede ser preferible,Poco satisfecho/a,Poco satisfecho/a,2.0,0.0,Injusta,5.0,Fraudulentas,En desacuerdo,De acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,Perjudica,No,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Aumentó poco,Aumentó mucho,Aumentó mucho,10.0,Media,Algo suficiente,Blanco/a,12.0,Asalariado sector público
170.0,Hombre,44.0,Bastante satisfecho/a,Progresando,Regular,Un poco mejor,Un poco peor,Se puede confiar en la mayoría,Autoritarismo puede ser preferible,Poco satisfecho/a,Poco satisfecho/a,2.0,5.0,Injusta,,Fraudulentas,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Ni beneficia ni perjudica,,Muy en desacuerdo,De acuerdo,Muy de acuerdo,En desacuerdo,Muy en desacuerdo,Muy en desacuerdo,Muy de acuerdo,Aumentó mucho,Disminuyó poco,Igual,5.0,Media,Muy suficiente,Blanco/a,15.0,Asalariado sector público
170.0,Mujer,29.0,Bastante satisfecho/a,Estancado,Regular,Igual,Un poco peor,Nunca se es suficientemente cuidadoso,Autoritarismo puede ser preferible,Nada satisfecho/a,Poco satisfecho/a,1.0,0.0,Injusta,6.0,Fraudulentas,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Perjudica,No,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Aumentó mucho,Aumentó poco,Aumentó poco,6.0,Media,Poco suficiente,Mestizo/a,12.0,Independiente/cuenta propia
170.0,Hombre,63.0,Bastante satisfecho/a,Estancado,Muy mala,Mucho peor,Mucho peor,Nunca se es suficientemente cuidadoso,Prefiere democracia,Nada satisfecho/a,Nada satisfecho/a,2.0,7.0,Injusta,3.0,Fraudulentas,Muy en desacuerdo,En desacuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Perjudica,Sí,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Aumentó mucho,Aumentó poco,Aumentó mucho,10.0,Media baja,Poco suficiente,Blanco/a,1.0,Jubilado/a o pensionado/a
170.0,Mujer,62.0,Bastante satisfecho/a,En retroceso,Muy mala,Mucho peor,Mucho peor,Nunca se es suficientemente cuidadoso,Prefiere democracia,Nada satisfecho/a,Nada satisfecho/a,2.0,,Muy injusta,,Fraudulentas,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,Perjudica,Sí,Muy de acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,10.0,Media baja,Poco suficiente,Mestizo/a,6.0,Independiente/cuenta propia
170.0,Hombre,45.0,Bastante satisfecho/a,Estancado,Muy mala,Un poco peor,Un poco peor,Nunca se es suficientemente cuidadoso,Prefiere democracia,Poco satisfecho/a,Nada satisfecho/a,2.0,7.0,Injusta,4.0,Fraudulentas,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,Perjudica,Sí,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,6.0,Media,Poco suficiente,Blanco/a,6.0,Temporalmente no trabaja
170.0,Mujer,30.0,Muy satisfecho/a,En retroceso,Muy mala,Mucho peor,Mucho peor,Nunca se es suficientemente cuidadoso,Autoritarismo puede ser preferible,Nada satisfecho/a,Nada satisfecho/a,2.0,,Muy injusta,1.0,Fraudulentas,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,Perjudica,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Aumentó mucho,Aumentó poco,Aumentó poco,,Media baja,Poco suficiente,Indígena,17.0,Independiente/cuenta propia
170.0,Hombre,45.0,Bastante satisfecho/a,Estancado,Mala,Un poco peor,Un poco peor,Nunca se es suficientemente cuidadoso,Le da lo mismo,Poco satisfecho/a,Nada satisfecho/a,2.0,,Injusta,6.0,Fraudulentas,En desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Perjudica,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Aumentó mucho,Aumentó poco,Aumentó mucho,,Media baja,Algo suficiente,Indígena,12.0,Independiente/cuenta propia
170.0,Hombre,33.0,Bastante satisfecho/a,Estancado,Regular,Un poco peor,Un poco peor,Se puede confiar en la mayoría,Autoritarismo puede ser preferible,Nada satisfecho/a,Poco satisfecho/a,2.0,5.0,Injusta,5.0,Fraudulentas,Muy en desacuerdo,De acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,Perjudica,Sí,De acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,7.0,Media,Algo suficiente,Blanco/a,12.0,Independiente/cuenta propia
170.0,Mujer,28.0,Muy satisfecho/a,Estancado,Regular,Igual,Igual,Nunca se es suficientemente cuidadoso,Autoritarismo puede ser preferible,Poco satisfecho/a,Poco satisfecho/a,1.0,0.0,Injusta,5.0,Fraudulentas,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Perjudica,No,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Muy en desacuerdo,En desacuerdo,Muy de acuerdo,Igual,Disminuyó poco,Igual,6.0,Media,Algo suficiente,Mestizo/a,17.0,Asalariado sector público
170.0,Hombre,62.0,Muy satisfecho/a,Estancado,Regular,Mucho peor,Mucho peor,Nunca se es suficientemente cuidadoso,Autoritarismo puede ser preferible,Poco satisfecho/a,Poco satisfecho/a,2.0,7.0,Injusta,,Fraudulentas,En desacuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Perjudica,Sí,De acuerdo,De acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,Muy en desacuerdo,Muy de acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,6.0,Media,Algo suficiente,Blanco/a,17.0,Independiente/cuenta propia
170.0,Mujer,47.0,Bastante satisfecho/a,Progresando,Buena,Igual,Igual,Nunca se es suficientemente cuidadoso,Autoritarismo puede ser preferible,Bastante satisfecho/a,Bastante satisfecho/a,1.0,0.0,Injusta,6.0,Fraudulentas,Muy en desacuerdo,Muy en desacuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,Perjudica,No,Muy de acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Muy en desacuerdo,En desacuerdo,Muy en desacuerdo,Aumentó poco,Igual,Aumentó mucho,,Media baja,Algo suficiente,Mestizo/a,12.0,Independiente/cuenta propia
170.0,Hombre,30.0,Bastante satisfecho/a,Estancado,Mala,Un poco peor,Un poco mejor,Nunca se es suficientemente cuidadoso,,Poco satisfecho/a,Poco satisfecho/a,1.0,5.0,Injusta,4.0,,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Perjudica,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Aumentó mucho,Aumentó poco,Aumentó poco,7.0,Media,Muy suficiente,Blanco/a,12.0,Independiente/cuenta propia
170.0,Hombre,62.0,Muy satisfecho/a,Estancado,Regular,Igual,Igual,Se puede confiar en la mayoría,,,Poco satisfecho/a,1.0,5.0,Muy injusta,2.0,Fraudulentas,Muy en desacuerdo,Muy en desacuerdo,De acuerdo,En desacuerdo,De acuerdo,Beneficia,,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,7.0,Media,Algo suficiente,Negro/a,6.0,Independiente/cuenta propia
170.0,Mujer,35.0,Bastante satisfecho/a,En retroceso,Mala,Mucho peor,Mucho peor,Nunca se es suficientemente cuidadoso,Le da lo mismo,Nada satisfecho/a,Poco satisfecho/a,2.0,10.0,Injusta,1.0,Fraudulentas,Muy en desacuerdo,Muy en desacuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,Perjudica,Sí,Muy de acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,10.0,Media,Algo suficiente,Mestizo/a,6.0,Independiente/cuenta propia
170.0,Hombre,43.0,Bastante satisfecho/a,Estancado,Regular,Un poco mejor,Un poco peor,Nunca se es suficientemente cuidadoso,Autoritarismo puede ser preferible,Poco satisfecho/a,Poco satisfecho/a,2.0,6.0,Justa,5.0,Fraudulentas,Muy en desacuerdo,De acuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,Perjudica,Sí,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,Aumentó mucho,Aumentó poco,Aumentó mucho,,Media,Algo suficiente,Mestizo/a,17.0,Temporalmente no trabaja
170.0,Hombre,65.0,Poco satisfecho/a,En retroceso,Regular,Un poco peor,Un poco mejor,Se puede confiar en la mayoría,Autoritarismo puede ser preferible,Poco satisfecho/a,Poco satisfecho/a,2.0,5.0,Justa,4.0,Fraudulentas,Muy en desacuerdo,En desacuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,Ni beneficia ni perjudica,,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Muy en desacuerdo,Muy de acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,10.0,Media,Poco suficiente,,11.0,Jubilado/a o pensionado/a
170.0,Mujer,31.0,Bastante satisfecho/a,Estancado,Regular,Igual,,Nunca se es suficientemente cuidadoso,Prefiere democracia,Poco satisfecho/a,Nada satisfecho/a,1.0,1.0,Injusta,6.0,Fraudulentas,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Perjudica,,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo,Aumentó poco,Aumentó poco,Igual,4.0,Media,Algo suficiente,Mestizo/a,12.0,Independiente/cuenta propia
170.0,Mujer,61.0,Poco satisfecho/a,En retroceso,Mala,Mucho peor,Un poco peor,Nunca se es suficientemente cuidadoso,Prefiere democracia,Poco satisfecho/a,Nada satisfecho/a,2.0,,Muy injusta,6.0,Fraudulentas,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,Perjudica,Sí,Muy de acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,7.0,Media baja,Poco suficiente,Mestizo/a,5.0,Independiente/cuenta propia
170.0,Hombre,42.0,Bastante satisfecho/a,Estancado,Mala,Un poco peor,Un poco peor,Nunca se es suficientemente cuidadoso,Autoritarismo puede ser preferible,Poco satisfecho/a,Poco satisfecho/a,2.0,7.0,Muy injusta,5.0,Fraudulentas,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Perjudica,No,Muy en desacuerdo,Muy en desacuerdo,Muy en desacuerdo,Muy en desacuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,Igual,Aumentó poco,Aumentó mucho,4.0,Media,Algo suficiente,,16.0,Tareas del hogar
170.0,Mujer,30.0,Bastante satisfecho/a,Estancado,Regular,Un poco mejor,Igual,Nunca se es suficientemente cuidadoso,Autoritarismo puede ser preferible,Poco satisfecho/a,Poco satisfecho/a,,6.0,Injusta,4.0,Fraudulentas,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,Perjudica,Sí,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Aumentó mucho,Igual,Aumentó mucho,,Media,Algo suficiente,Mestizo/a,10.0,Independiente/cuenta propia
170.0,Hombre,53.0,Poco satisfecho/a,En retroceso,Regular,Mucho peor,Igual,Se puede confiar en la mayoría,Le da lo mismo,Nada satisfecho/a,Nada satisfecho/a,2.0,6.0,Injusta,5.0,Fraudulentas,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,Perjudica,Sí,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Aumentó mucho,Disminuyó poco,Aumentó mucho,,Media,Poco suficiente,Otra,6.0,Independiente/cuenta propia
170.0,Hombre,67.0,Bastante satisfecho/a,Estancado,Mala,Igual,Un poco peor,Nunca se es suficientemente cuidadoso,Prefiere democracia,Poco satisfecho/a,Poco satisfecho/a,2.0,5.0,Injusta,6.0,Fraudulentas,Muy de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,Beneficia,Sí,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy en desacuerdo,De acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,,Baja,Poco suficiente,Mestizo/a,1.0,Independiente/cuenta propia
170.0,Hombre,27.0,Poco satisfecho/a,En retroceso,Mala,Un poco peor,Igual,Nunca se es suficientemente cuidadoso,Le da lo mismo,Poco satisfecho/a,Poco satisfecho/a,2.0,5.0,Justa,3.0,Fraudulentas,En desacuerdo,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Perjudica,Sí,De acuerdo,De acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,Aumentó mucho,Aumentó poco,Igual,5.0,Media,Poco suficiente,Blanco/a,10.0,Tareas del hogar
170.0,Hombre,41.0,Poco satisfecho/a,Estancado,Regular,Un poco peor,Un poco mejor,Se puede confiar en la mayoría,Autoritarismo puede ser preferible,Poco satisfecho/a,Poco satisfecho/a,2.0,7.0,Injusta,5.0,Fraudulentas,En desacuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,Perjudica,Sí,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Aumentó mucho,Aumentó poco,Igual,5.0,Media baja,Poco suficiente,Blanco/a,6.0,Asalariado sector público
